TSS_position,TSS_strand,TSS_reads,sigma_binding,found_motif, binding+motif,TU_ID,first_gene,genes
1278514,+,160,DS,DSNHF,DS,TU_Ecoli-1391,narG,narG;narH;narJ;narI
1278981,+,20,DS,DSNFE,DS,TU_Ecoli-1392,narG,narG;narH;narJ;narI
1286500,-,20,D,SNF,,TU_Ecoli-1393,rttR,rttR
1287913,-,5,DS,DSE,DS,TU_Ecoli-1394,purU,purU
1287977,-,13,DS,DSNHFE,DS,TU_Ecoli-1395,purU,purU
1288183,-,65,DS,DH,D,TU_Ecoli-1396,purU,purU
1288329,+,405,DS,DSNFE,DS,TU_Ecoli-1397,rssA,rssA;rssB
1288345,-,17,DS,DF,D,TU_Ecoli-1398,purU,purU
1288400,-,92,DS,DSHFE,DS,TU_Ecoli-1399,ychJ,ychJ;purU
1288865,-,11,DS,DSNH,DS,TU_Ecoli-1400,ychJ,ychJ;purU
1289212,+,10,DS,NHF,,TU_Ecoli-1401,rssB,rssB
1289400,+,255,DS,DSNHFE,DS,TU_Ecoli-1402,rssB,rssB
1289406,+,26,DS,DSNHFE,DS,TU_Ecoli-1403,rssB,rssB
1289443,+,85,DS,DSNHF,DS,TU_Ecoli-1404,rssB,rssB
1290483,+,613,D,DNH,D,TU_Ecoli-1405,galU,galU
1292181,-,391,DSH,DSNH,DSH,TU_Ecoli-1406,hns,hns
1297344,-,21,DSH,DSFE,DS,TU_Ecoli-1407,adhE,adhE
1297361,-,38,DSH,DSFE,DS,TU_Ecoli-1408,adhE,adhE
1297392,-,5,DSH,DSHFE,DSH,TU_Ecoli-1409,adhE,adhE
1299185,+,61,DH,SNFE,,TU_Ecoli-1410,oppA,oppA;oppB;oppC;oppD;oppF
1301453,+,10,DS,DNHF,D,TU_Ecoli-1411,oppC,oppC;oppD;oppF
1301687,+,7,DS,DSNE,DS,TU_Ecoli-1412,oppC,oppC;oppD;oppF
1306541,+,9,DS,DNFE,D,TU_Ecoli-1413,yciY,yciY
1306696,-,11,DS,DSNHE,DS,TU_Ecoli-1414,cls,cls;yciU
1306787,+,49,DS,DSNHF,DS,TU_Ecoli-1415,yciY,yciY
1306939,-,20,DS,DSNHF,DS,TU_Ecoli-1416,cls,cls;yciU
1306976,-,5,DS,DSNHF,DS,TU_Ecoli-1417,cls,cls;yciU
1308793,-,8,DN,DS,D,TU_Ecoli-1418,kch,kch
1308871,-,14,DN,SNE,N,TU_Ecoli-1419,kch,kch
1308916,-,289,DN,DSNHFE,DN,TU_Ecoli-1420,yciI,yciI
1308933,+,55,DN,DSNF,DN,TU_Ecoli-1421,tonB,tonB
1308985,-,6,DN,DSNHF,DN,TU_Ecoli-1422,yciI,yciI
1309081,+,112,DN,DSNHFE,DN,TU_Ecoli-1423,tonB,tonB
1309101,+,11,DN,DSNHE,DN,TU_Ecoli-1424,tonB,tonB
1309112,+,6,DN,DSNHFE,DN,TU_Ecoli-1425,tonB,tonB
1310298,-,213,D,DSHFE,D,TU_Ecoli-1426,yciA,yciA
1311378,-,107,DSH,DSNFE,DS,TU_Ecoli-1427,yciB,yciB
1311468,+,31,DSH,DSNHFE,DSH,TU_Ecoli-1428,ompW,ompW
1311847,-,27,DSH,DSNHFE,DSH,TU_Ecoli-1429,yciC,yciC;yciB
1312015,+,7,DSH,DSNH,DSH,TU_Ecoli-1430,ompW,ompW
1314116,-,166,D,DSHF,D,TU_Ecoli-1431,yciG,yciG;yciF;yciE
1317968,-,18,D,DSNF,D,TU_Ecoli-1432,trpC,trpC;trpB;trpA
1320976,-,5,D,DSFE,D,TU_Ecoli-1433,trpE,trpE;trpD;trpC;trpB;trpA
1321080,-,6,D,SNFE,,TU_Ecoli-1434,trpE,trpE;trpD;trpC;trpB;trpA
1321369,-,107,D,SN,,TU_Ecoli-1435,trpL,trpL;trpE;trpD;trpC;trpB;trpA
1322503,+,7,D,SFE,,TU_Ecoli-1436,yciQ,yciQ
1322677,+,19,D,DSHF,D,TU_Ecoli-1437,yciQ,yciQ
1324322,+,497,DS,DSNHF,DS,TU_Ecoli-1438,rluB,rluB
1327018,+,5,DH,DNE,D,TU_Ecoli-1439,sohB,sohB
1327176,-,32,DH,DSNHFE,DH,TU_Ecoli-1440,yciK,yciK;btuR
1327246,-,7,DH,DSHFE,DH,TU_Ecoli-1441,yciK,yciK;btuR
1327326,+,96,DH,DS,D,TU_Ecoli-1442,sohB,sohB
1328708,-,14,DSNH,DSNHF,DSNH,TU_Ecoli-1443,yciN,yciN
1328738,-,484,DSNH,DSNHF,DSNH,TU_Ecoli-1444,yciN,yciN
1328813,+,97,DSNH,DSNHFE,DSNH,TU_Ecoli-1445,topA,topA
1328842,+,27,DSNH,DSNE,DSN,TU_Ecoli-1446,topA,topA
1329004,+,17,DSNH,NH,NH,TU_Ecoli-1447,topA,topA
1329059,+,8,DSNH,DF,D,TU_Ecoli-1448,topA,topA
1331347,+,7,D,NF,,TU_Ecoli-1449,cysB,cysB
1331377,+,9,D,FE,,TU_Ecoli-1450,cysB,cysB
1331785,+,20,D,DSFE,D,TU_Ecoli-1451,cysB,cysB
1333102,+,107,DSH,DSNHF,DSH,TU_Ecoli-1452,ymiA,ymiA;yciX
1333114,+,50,DSH,DSNHFE,DSH,TU_Ecoli-1453,ymiA,ymiA;yciX
1333302,+,5,DSH,NHFE,H,TU_Ecoli-1454,yciX,yciX
1337730,+,378,DSNH,DSHFE,DSH,TU_Ecoli-1455,yciS,yciS;yciM
1338159,+,42,DSNH,DSNHF,DSNH,TU_Ecoli-1456,yciS,yciS;yciM
1338295,+,10,DSNH,DSNHFE,DSNH,TU_Ecoli-1457,yciM,yciM
1338434,+,31,DSNH,DN,DN,TU_Ecoli-1458,yciM,yciM
1339596,+,18,D,FE,,TU_Ecoli-1459,pyrF,pyrF;yciH
1339894,+,275,D,DSNH,D,TU_Ecoli-1460,pyrF,pyrF;yciH
1340012,+,17,D,SN,,TU_Ecoli-1461,yciH,yciH
1340023,+,11,D,DSNHF,D,TU_Ecoli-1462,yciH,yciH
1342573,-,67,D,DSNF,D,TU_Ecoli-1463,yciT,yciT
1342653,-,13,D,DSNE,D,TU_Ecoli-1464,yciZ,yciZ;yciT
1342661,-,475,D,DSNHF,D,TU_Ecoli-1465,yciZ,yciZ;yciT
1345073,-,46,DS,DSNFE,DS,TU_Ecoli-1466,gmr,gmr
1346965,-,10,D,DSE,D,TU_Ecoli-1467,rnb,rnb
1347152,-,14,D,DSHF,D,TU_Ecoli-1468,rnb,rnb
1347213,-,38,D,DNFE,D,TU_Ecoli-1469,rnb,rnb
1348780,-,62,DS,DSNHFE,DS,TU_Ecoli-1470,yciW,yciW
1348790,-,141,DS,DSNHF,DS,TU_Ecoli-1471,yciW,yciW
1349142,-,32,DS,DSH,DS,TU_Ecoli-1472,fabI,fabI
1353927,-,5,S,SFE,S,TU_Ecoli-1473,sapB,sapB;sapC;sapD;sapF;ycjD
1354061,-,103,S,DSHF,S,TU_Ecoli-1474,sapB,sapB;sapC;sapD;sapF;ycjD
1355287,-,659,DS,DSFE,DS,TU_Ecoli-1475,sapA,sapA;sapB;sapC;sapD;sapF;ycjD
1355723,-,262,DS,DSH,DS,TU_Ecoli-1476,ymjA,ymjA
1355757,-,5,DS,SNHFE,S,TU_Ecoli-1477,ymjA,ymjA
1359076,+,5,DSN,DSNHE,DSN,TU_Ecoli-1478,puuD,puuD;puuR;puuC;puuB;puuE
1359392,+,465,DSN,DSNHF,DSN,TU_Ecoli-1479,puuR,puuR;puuC;puuB;puuE
1359691,+,966,DSN,DSNHE,DSN,TU_Ecoli-1480,puuR,puuR;puuC;puuB;puuE
1366062,+,223,DN,DSNE,DN,TU_Ecoli-1481,pspA,pspA;pspB;pspC;pspD;pspE
1366093,-,17,DN,DSHF,D,TU_Ecoli-1482,pspF,pspF
1366540,+,9,DN,N,N,TU_Ecoli-1483,pspB,pspB;pspC;pspD;pspE
1366543,+,9,DN,N,N,TU_Ecoli-1484,pspB,pspB;pspC;pspD;pspE
1366551,+,24,DN,DSNHF,DN,TU_Ecoli-1485,pspB,pspB;pspC;pspD;pspE
1367686,+,5,D,DSNHE,D,TU_Ecoli-1486,pspE,pspE
1367733,+,5,D,DSNHF,D,TU_Ecoli-1487,ycjM,ycjM;ycjN;ycjO;ycjP;ycjQ;ycjR;ycjS;ycjT;ycjU;ycjV;ompG
1381942,+,25,DH,DSH,DH,TU_Ecoli-1488,ycjX,ycjX;ycjF
1381977,+,211,DH,DSNHF,DH,TU_Ecoli-1489,ycjX,ycjX;ycjF
1382013,-,1019,DH,DSNHF,DH,TU_Ecoli-1490,ycjW,ycjW
1384715,+,12,DS,DSHFE,DS,TU_Ecoli-1491,tyrR,tyrR
1384726,+,5,DS,DSNHE,DS,TU_Ecoli-1492,tyrR,tyrR
1386342,+,5,DS,DSNH,DS,TU_Ecoli-1493,ycjG,ycjG
1386644,+,6,DS,DSN,DS,TU_Ecoli-1494,ycjG,ycjG
1386645,+,6,DS,DS,DS,TU_Ecoli-1495,ycjG,ycjG
1386868,-,275,DS,DSNF,DS,TU_Ecoli-1496,tpx,tpx
1386896,+,25,DS,DSHF,DS,TU_Ecoli-1497,ycjG,ycjG
1388705,-,37,DS,SNFE,S,TU_Ecoli-1498,mpaA,mpaA
1389172,-,8,DS,DSNHFE,DS,TU_Ecoli-1499,ymjD,ymjD
1390556,-,10,DS,DSNE,DS,TU_Ecoli-1500,ycjY,ycjY;ymjC
1390762,+,6,DS,DSNHF,DS,TU_Ecoli-1501,mppA,mppA
1393945,+,5,DSNH,DSNE,DSN,TU_Ecoli-1502,insH-4,insH-4
1393997,-,87,DSNH,DSNH,DSNH,TU_Ecoli-1503,ynaI,ynaI
1395353,+,9,D,DSN,D,TU_Ecoli-1504,ynaJ,ynaJ
1396683,-,978,H,DSNHE,H,TU_Ecoli-1505,uspE,uspE
1397576,-,85,DS,DSHFE,DS,TU_Ecoli-1506,fnr,fnr
1397639,-,24,DS,DSNHFE,DS,TU_Ecoli-1507,fnr,fnr
1397648,-,48,DS,DSNHFE,DS,TU_Ecoli-1508,fnr,fnr
1403591,+,37,DS,DSNHFE,DS,TU_Ecoli-1509,ydaL,ydaL
1403834,-,5,DS,DSHFE,DS,TU_Ecoli-1510,isrA,isrA
1403978,+,133,DS,DSNHF,DS,TU_Ecoli-1511,ydaL,ydaL
1405892,-,30,DS,DSHF,DS,TU_Ecoli-1512,ydaM,ydaM
1406051,+,4235,DS,DSNHFE,DS,TU_Ecoli-1513,ydaN,ydaN
1407153,+,55305,D,DSNHFE,D,TU_Ecoli-1514,fnrS,fnrS
1407387,+,28,D,NHFE,,TU_Ecoli-1515,C0343,C0343;dbpA
1407410,+,23,D,DNHFE,D,TU_Ecoli-1516,dbpA,dbpA
1407501,+,126,D,DNHF,D,TU_Ecoli-1517,dbpA,dbpA
1410055,-,20,DS,NHFE,,TU_Ecoli-1518,ttcA,ttcA
1410069,-,16,DS,DS,DS,TU_Ecoli-1519,ttcA,ttcA
1410077,-,16,DS,DSNE,DS,TU_Ecoli-1520,ttcA,ttcA
1410086,-,299,DS,SNHFE,S,TU_Ecoli-1521,ttcA,ttcA
1417782,-,8,DSH,SHFE,SH,TU_Ecoli-1522,ydaG,ydaG;ydaF
1418100,-,6,DSH,DSNHF,DSH,TU_Ecoli-1523,ydaG,ydaG;ydaF
1418153,+,23,DSH,DSNHFE,DSH,TU_Ecoli-1524,ydaS,ydaS;ydaT;ydaU;ydaV;ydaW;rzpR;rzoR
1418265,-,86,DSH,DSNHFE,DSH,TU_Ecoli-1525,racR,racR
1423303,+,297,DH,DSNFE,D,TU_Ecoli-1526,ynaK,ynaK;ydaY
1426760,+,10,DN,DSHF,D,TU_Ecoli-1527,lomR_2,lomR_2
1426777,-,110,DN,DSHE,D,TU_Ecoli-1528,insH-5,insH-5
1426793,+,7,DN,DSNHF,DN,TU_Ecoli-1529,lomR_2,lomR_2
1432606,-,113,D,DSH,D,TU_Ecoli-1530,ynaE,ynaE
1433258,-,16,D,HF,,TU_Ecoli-1531,ttcC,ttcC
1433266,-,147,D,HF,,TU_Ecoli-1532,ttcC,ttcC
1439047,+,3863,DS,DSH,DS,TU_Ecoli-1533,ydbJ,ydbJ
1440987,+,1296,DH,DSFE,D,TU_Ecoli-1534,ydbH,ydbH;ynbE;ydbL
1441032,+,9,DH,DSHFE,DH,TU_Ecoli-1535,ydbH,ydbH;ynbE;ydbL
1441534,-,19,DH,DNHF,DH,TU_Ecoli-1536,ldhA,ldhA
1445152,+,7,DSN,DSH,DS,TU_Ecoli-1537,feaB,feaB
1461300,+,156,DS,DNFE,D,TU_Ecoli-1538,paaX,paaX;paaY
1461400,+,14,DS,NFE,,TU_Ecoli-1539,paaX,paaX;paaY
1461416,+,7,DS,DHFE,D,TU_Ecoli-1540,paaX,paaX;paaY
1461534,+,23,DS,DSN,DS,TU_Ecoli-1541,paaX,paaX;paaY
1472785,+,48,D,DSNHF,D,TU_Ecoli-1542,ydbD,ydbD
1472796,+,603,D,DSNHF,D,TU_Ecoli-1543,ydbD,ydbD
1480842,+,85,DSH,DSHFE,DSH,TU_Ecoli-1544,hrpA,hrpA
1485163,+,45,D,DSF,D,TU_Ecoli-1545,ydcF,ydcF
1485231,+,77,D,DSNHFE,D,TU_Ecoli-1546,ydcF,ydcF
1485242,+,135,D,DSNHE,D,TU_Ecoli-1547,ydcF,ydcF
1486217,+,132,D,DNF,D,TU_Ecoli-1548,aldA,aldA
1488653,-,5,DS,NHFE,,TU_Ecoli-1549,gapC_2,gapC_2
1488662,-,14,DS,NHF,,TU_Ecoli-1550,gapC_2,gapC_2
1488677,-,15,DS,NF,,TU_Ecoli-1551,gapC_2,gapC_2
1488777,-,206,DS,DSHF,DS,TU_Ecoli-1552,gapC_1,gapC_1;gapC_2
1488853,-,7,DS,DSNHFE,DS,TU_Ecoli-1553,gapC_1,gapC_1;gapC_2
1489023,+,11,DS,SNH,S,TU_Ecoli-1554,ydcA,ydcA
1489085,+,30,DS,NE,,TU_Ecoli-1555,ydcA,ydcA
1489298,+,43,DSN,DSNHF,DSN,TU_Ecoli-1556,ydcA,ydcA
1489352,-,7,DSN,NHFE,N,TU_Ecoli-1557,gapC_1,gapC_1;gapC_2
1490143,+,10,DSNF,DSNHF,DSNF,TU_Ecoli-1558,sokB,sokB
1490173,-,6,DSNF,HFE,F,TU_Ecoli-1559,mokB,mokB;hokB
1490241,-,64,DSNF,DSNHF,DSNF,TU_Ecoli-1560,mokB,mokB;hokB
1490461,+,8,DSF,SHF,SF,TU_Ecoli-1561,trg,trg
1493095,-,76,DS,DSN,DS,TU_Ecoli-1562,ydcI,ydcI
1493159,-,18,DS,DSNFE,DS,TU_Ecoli-1563,ydcI,ydcI
1493289,+,182,DS,DSNHE,DS,TU_Ecoli-1564,ydcJ,ydcJ
1494786,+,8,DS,DSNF,DS,TU_Ecoli-1565,mdoD,mdoD
1496631,+,24,DS,DSE,DS,TU_Ecoli-1566,ydcH,ydcH
1496639,+,29,DS,DSFE,DS,TU_Ecoli-1567,ydcH,ydcH
1496701,+,7,DS,DNHF,D,TU_Ecoli-1568,rimL,rimL
1498495,-,118,DSH,DSNHF,DSH,TU_Ecoli-1569,ydcK,ydcK
1498507,+,5,DSH,DSNFE,DS,TU_Ecoli-1570,tehA,tehA;tehB
1500453,+,28,DS,DSNHFE,DS,TU_Ecoli-1571,ydcL,ydcL
1500469,+,5,DS,DSNHFE,DS,TU_Ecoli-1572,ydcL,ydcL
1501325,+,28,D,DSNHF,D,TU_Ecoli-1573,ydcM,ydcM
1501681,+,14,D,DSHFE,D,TU_Ecoli-1574,ydcM,ydcM
1504127,-,68,DS,DSNFE,DS,TU_Ecoli-1575,ydcO,ydcO
1504182,+,48,DSH,DSNF,DS,TU_Ecoli-1576,ydcN,ydcN;ydcP
1504416,-,37,DSH,DSFE,DS,TU_Ecoli-1577,ydcO,ydcO
1504534,+,112,DSH,DSE,DS,TU_Ecoli-1578,ydcP,ydcP
1504682,+,7,DSH,DSNHF,DSH,TU_Ecoli-1579,ydcP,ydcP
1504781,+,54,DSH,DSNHF,DSH,TU_Ecoli-1580,ydcP,ydcP
1507112,-,116,DS,DSNHFE,DS,TU_Ecoli-1581,yncJ,yncJ
1507299,+,113,DS,DSN,DS,TU_Ecoli-1582,hicA,hicA;hicB
1507503,+,64,DS,DFE,D,TU_Ecoli-1583,hicB,hicB
1509656,+,27,DSN,F,,TU_Ecoli-1584,ydcS,ydcS;ydcT;ydcU;ydcV;ydcW
1512601,+,19,F,DSNHFE,F,TU_Ecoli-1585,ydcV,ydcV;ydcW
1515241,-,56,DSH,DSHFE,DSH,TU_Ecoli-1586,yncL,yncL
1515384,+,37,DSH,DSHF,DSH,TU_Ecoli-1587,ydcX,ydcX
1515636,+,13,DSH,DSNHE,DSH,TU_Ecoli-1588,ydcY,ydcY
1515647,+,15,DSH,DSNHE,DSH,TU_Ecoli-1589,ydcY,ydcY
1515672,+,284,DSH,SNFE,S,TU_Ecoli-1590,ydcY,ydcY
1515739,-,5,DSH,DSFE,DS,TU_Ecoli-1591,yncL,yncL
1515836,-,6,DSH,DSHF,DSH,TU_Ecoli-1592,yncL,yncL
1516633,-,7,D,DSNF,D,TU_Ecoli-1593,ydcZ,ydcZ
1516654,-,5,D,DSNHF,D,TU_Ecoli-1594,ydcZ,ydcZ
1516897,-,31,D,DSFE,D,TU_Ecoli-1595,yncA,yncA;ydcZ
1517023,+,60,D,DSFE,D,TU_Ecoli-1596,yncB,yncB;mcbR
1517048,+,22,D,NHFE,,TU_Ecoli-1597,yncB,yncB;mcbR
1517354,-,21,D,DSHFE,D,TU_Ecoli-1598,yncA,yncA;ydcZ
1518158,+,8,D,DSNH,D,TU_Ecoli-1599,mcbR,mcbR
1521118,-,11,DS,DSHE,DS,TU_Ecoli-1600,yncD,yncD
1521251,+,1586,DS,DSNFE,DS,TU_Ecoli-1601,yncE,yncE
1524250,+,6,DS,DSNHFE,DS,TU_Ecoli-1602,yncG,yncG
1524256,+,6,DS,DSNHFE,DS,TU_Ecoli-1603,yncG,yncG
1524282,+,17,DS,DSHFE,DS,TU_Ecoli-1604,yncH,yncH
1524315,-,195,DS,DSF,DS,TU_Ecoli-1605,ansP,ansP
1531016,+,8,DH,DSNHFE,DH,TU_Ecoli-1606,pptA,pptA
1531054,+,12,DH,DSNFE,D,TU_Ecoli-1607,pptA,pptA
1531899,-,530,D,DSNHFE,D,TU_Ecoli-1608,yddH,yddH
1531924,-,6,D,DSFE,D,TU_Ecoli-1609,yddH,yddH
1532025,+,8,D,SNFE,,TU_Ecoli-1610,nhoA,nhoA
1532026,+,8,D,SNFE,,TU_Ecoli-1611,nhoA,nhoA
1533902,-,901,F,DSNHF,F,TU_Ecoli-1612,yddE,yddE
1545156,+,6,D,DSHE,D,TU_Ecoli-1613,fdnG,fdnG;fdnH;fdnI;C0362
1553763,-,55,DS,DSN,DS,TU_Ecoli-1614,maeA,maeA
1554004,-,45,DS,DSNHF,DS,TU_Ecoli-1615,sra,sraA
1554071,-,101,DS,DSH,DS,TU_Ecoli-1616,sra,sraA
1554624,+,8,DS,DSNHE,DS,TU_Ecoli-1617,osmC,osmC
1554633,+,9,DS,DSNHE,DS,TU_Ecoli-1618,osmC,osmC
1554648,+,12,DS,DHF,D,TU_Ecoli-1619,osmC,osmC
1560812,-,46,SN,NFE,N,TU_Ecoli-1620,ddpA,ddpA;ddpB;ddpC;ddpD;ddpF
1560824,-,34,SN,DSNH,SN,TU_Ecoli-1621,ddpA,ddpA;ddpB;ddpC;ddpD;ddpF
1560899,-,11,SN,DSNF,SN,TU_Ecoli-1622,ddpA,ddpA;ddpB;ddpC;ddpD;ddpF
1560941,-,16,SN,NF,N,TU_Ecoli-1623,ddpA,ddpA;ddpB;ddpC;ddpD;ddpF
1560959,-,28,SN,DSNFE,SN,TU_Ecoli-1624,ddpA,ddpA;ddpB;ddpC;ddpD;ddpF
1561134,-,154,SN,SN,SN,TU_Ecoli-1625,ddpX,ddpX;ddpA;ddpB;ddpC;ddpD;ddpF
1565225,-,29,DSH,DSNF,DS,TU_Ecoli-1626,dosC,dosC;dosP
1565252,-,5,DSH,DSNHE,DSH,TU_Ecoli-1627,dosC,dosC;dosP
1566874,-,151,D,DSHF,D,TU_Ecoli-1628,yddW,yddW
1567463,-,1207,D,NF,,TU_Ecoli-1629,yddW,yddW
1568691,-,5,DS,DHF,D,TU_Ecoli-1630,gadC,gadC
1570097,-,19,DS,DSHE,DS,TU_Ecoli-1631,gadB,gadB;gadC
1582551,-,6,DS,DSNHFE,DS,TU_Ecoli-1632,yneN,yneN;ydeO
1590355,-,36,DS,DHF,D,TU_Ecoli-1633,hipA,hipA;yneL
1590504,-,278,DS,DSHF,DS,TU_Ecoli-1634,hipB,hipB;hipA;yneL
1590877,-,34,DS,DSNHFE,DS,TU_Ecoli-1635,hipB,hipB;hipA;yneL
1596696,-,14,DS,NFE,,TU_Ecoli-1636,ydeK,ydeK;ydeU
1596702,-,15,DS,NHFE,,TU_Ecoli-1637,ydeK,ydeK;ydeU
1596718,-,10,DS,SNHF,S,TU_Ecoli-1638,ydeK,ydeK;ydeU
1599272,-,8,DS,DSNFE,DS,TU_Ecoli-1639,lsrR,lsrR;lsrK
1599337,+,6,DS,DSNHE,DS,TU_Ecoli-1640,lsrA,lsrA;lsrC;lsrD;lsrB
1599383,-,44,DS,DSNFE,DS,TU_Ecoli-1641,lsrR,lsrR;lsrK
1599671,-,119,DS,DSNHF,DS,TU_Ecoli-1642,lsrR,lsrR;lsrK
1603784,+,25,DSH,NHFE,H,TU_Ecoli-1643,lsrF,lsrF;lsrG
1603860,+,38,DSH,DSH,DSH,TU_Ecoli-1644,lsrF,lsrF;lsrG
1603940,+,39,DSH,N,,TU_Ecoli-1645,lsrF,lsrF;lsrG
1603958,+,16,DSH,SFE,S,TU_Ecoli-1646,lsrF,lsrF;lsrG
1605347,+,40,D,DSH,D,TU_Ecoli-1647,tam,tam
1607071,-,92,D,DSHF,D,TU_Ecoli-1648,yneE,yneE
1609885,-,12,D,DSNFE,D,TU_Ecoli-1649,yneF,yneF;uxaB
1609908,-,295,D,DSNHF,D,TU_Ecoli-1650,yneF,yneF;uxaB
1612751,-,5,D,DSHE,D,TU_Ecoli-1651,sad,sad
1612804,+,66,D,DSFE,D,TU_Ecoli-1652,yneJ,yneJ
1612869,-,140,D,DSNF,D,TU_Ecoli-1653,sad,sad
1615019,+,44,DS,DSNHFE,DS,TU_Ecoli-1654,ydeA,ydeA
1616964,-,31,DS,DSNHF,DS,TU_Ecoli-1655,marC,marC
1617018,-,11,DS,DSNE,DS,TU_Ecoli-1656,marC,marC
1619177,-,29,D,DSNHFE,D,TU_Ecoli-1657,eamA,eamA
1619191,-,22,D,DSNHE,D,TU_Ecoli-1658,eamA,eamA
1619314,+,18,D,DSNHE,D,TU_Ecoli-1659,ydeE,ydeE
1620611,+,971,D,DSNHFE,D,TU_Ecoli-1660,yneM,yneM
1620630,+,25,D,DSHF,D,TU_Ecoli-1661,yneM,yneM
1620938,-,16327,D,DSNF,D,TU_Ecoli-1662,mgrR,mgrR
1621901,-,353,D,DSNHFE,D,TU_Ecoli-1663,ydeH,ydeH
1622550,-,10,S,DSHE,S,TU_Ecoli-1664,ydeI,ydeI
1626350,+,3116,D,DSNFE,D,TU_Ecoli-1665,ydfH,ydfH
1626964,+,11,H,DSNF,,TU_Ecoli-1666,ydfZ,ydfZ
1627192,+,3128,H,SNE,,TU_Ecoli-1667,ydfZ,ydfZ
1627225,+,20,H,NF,,TU_Ecoli-1668,ydfZ,ydfZ
1630409,+,16,D,DSNHF,D,TU_Ecoli-1669,ydfK,ydfK
1630738,+,29,D,DSH,D,TU_Ecoli-1670,ydfK,ydfK
1631622,+,6,D,DSNFE,D,TU_Ecoli-1671,pinQ,pinQ
1631646,+,13,D,DSNHFE,D,TU_Ecoli-1672,pinQ,pinQ
1634754,+,416,DS,HFE,,TU_Ecoli-1673,ynfO,ynfO;ydfO
1639739,-,34,DS,DSNHFE,DS,TU_Ecoli-1674,cspB,cspB
1642654,-,500,D,DSHFE,D,TU_Ecoli-1675,ydfU,ydfU;ydfT
1643766,-,7,DS,DHFE,D,TU_Ecoli-1676,relE,relE;hokD
1643898,-,8,DS,DSN,DS,TU_Ecoli-1677,relB,relB;relE;hokD
1643925,-,66,DS,DSNH,DS,TU_Ecoli-1678,relB,relB;relE;hokD
1644170,+,64,DS,DSH,DS,TU_Ecoli-1679,flxA,flxA
1644259,-,21,DS,DSNHFE,DS,TU_Ecoli-1680,relB,relB;relE;hokD
1645955,+,167,DS,DSFE,DS,TU_Ecoli-1681,dicA,dicA
1645979,+,30,DS,SFE,S,TU_Ecoli-1682,ydfA,ydfA;ydfB;rzpQ
1646021,+,13,DS,DSHFE,DS,TU_Ecoli-1683,ydfA,ydfA;ydfB;rzpQ
1646131,+,21,DS,NHFE,,TU_Ecoli-1684,ydfA,ydfA;ydfB;rzpQ
1646168,+,81,DS,DSHFE,DS,TU_Ecoli-1685,ydfA,ydfA;ydfB;rzpQ
1646462,+,23,D,DSNHF,D,TU_Ecoli-1686,ydfA,ydfA;ydfB;rzpQ
1653667,-,32,DSN,DSHFE,DS,TU_Ecoli-1687,rspA,rspA;rspB
1653733,+,12,DSN,DSNHF,DSN,TU_Ecoli-1688,ynfB,ynfB;speG
1653808,+,115,DSN,DSNF,DSN,TU_Ecoli-1689,ynfB,ynfB;speG
1654124,+,2151,D,DSNHFE,D,TU_Ecoli-1690,speG,speG
1655507,-,36,DS,DSNHFE,DS,TU_Ecoli-1691,ynfC,ynfC
1655563,+,664,DS,DSNFE,DS,TU_Ecoli-1692,ynfD,ynfD
1655595,+,6,DS,SF,S,TU_Ecoli-1693,ynfE,ynfE;ynfF;ynfG;ynfH;dmsD
1655825,+,8,DS,DSHFE,DS,TU_Ecoli-1694,ynfE,ynfE;ynfF;ynfG;ynfH;dmsD
1656135,-,52,DS,DSH,DS,TU_Ecoli-1695,ynfC,ynfC
1662331,+,1045,N,DSNF,N,TU_Ecoli-1696,dmsD,dmsD
1663277,+,16,D,DSNHF,D,TU_Ecoli-1697,clcB,clcB
1666614,-,24,DH,DSNHF,DH,TU_Ecoli-1698,dgsA,dgsA
1666807,-,6,DH,SF,,TU_Ecoli-1699,dgsA,dgsA
1667686,+,321,D,DSF,D,TU_Ecoli-1700,ynfM,ynfM
1669940,+,53,DS,DSNHF,DS,TU_Ecoli-1701,ydgD,ydgD
1669967,+,10,DS,DSNF,DS,TU_Ecoli-1702,ydgD,ydgD
1669977,+,8,DS,DSNHF,DS,TU_Ecoli-1703,ydgD,ydgD
1671733,-,20,DS,SN,S,TU_Ecoli-1704,mdtJ,mdtJ;mdtI
1671802,-,18,DS,DSNFE,DS,TU_Ecoli-1705,mdtJ,mdtJ;mdtI
1671889,+,5,DS,DSNF,DS,TU_Ecoli-1706,tqsA,tqsA
1671914,+,167,DS,DSHF,DS,TU_Ecoli-1707,tqsA,tqsA
1675998,-,5,DS,DSNHFE,DS,TU_Ecoli-1708,pntA,pntA;pntB
1676018,-,7,DS,DSN,DS,TU_Ecoli-1709,pntA,pntA;pntB
1676227,-,10,DS,DSNE,DS,TU_Ecoli-1710,pntA,pntA;pntB
1676332,+,62,DS,DSNHF,DS,TU_Ecoli-1711,ydgH,ydgH;ydgI
1676356,+,17,DS,DSNE,DS,TU_Ecoli-1712,ydgH,ydgH;ydgI
1676394,+,76,DS,DSFE,DS,TU_Ecoli-1713,ydgH,ydgH;ydgI
1676398,-,44,DS,DS,DS,TU_Ecoli-1714,pntA,pntA;pntB
1678785,+,106,N,DSNF,N,TU_Ecoli-1715,folM,folM
1680054,-,19,DS,DSNF,DS,TU_Ecoli-1716,ydgC,ydgC
